X,Y,Numero,Nom,MoyenTrans,Altitude,NumeroComm,NomCommune,y_Coord_Es,x_Coord_No
533850,181625,8579740,"Champvent, Croix f?d?rale",Bus,530,5905,Champvent,533850.000000000000000,181625.000000000000000
545713,148707,8501317,Cully CGN,Bateau,373,5613,Bourg-en-Lavaux,545713.000000000000000,148707.000000000000000
539659,152145,8593843,"Lausanne, Vuach?re",Bus,497,5586,Lausanne,539659.000000000000000,152145.000000000000000
533622,154891,8593815,"Crissier, Jura",Bus,415,5583,Crissier,533622.000000000000000,154891.000000000000000
523850,154859,8570077,"Reverolle, Chaniaz (coll?ge)",Bus,533,5644,Reverolle,523850.000000000000000,154859.000000000000000
560064,136271,8570585,"Rennaz, village",Bus,378,5412,Rennaz,560064.000000000000000,136271.000000000000000
569572,127829,8579128,"Chesi?res, H?tel du Soleil",Bus,1205,5409,Ollon,569572.000000000000000,127829.000000000000000
563345,132909,8570605,"Corbeyrier, Vers-la-Cr?te",Bus,874,5404,Corbeyrier,563345.000000000000000,132909.000000000000000
559729,193135,8583485,"Chevroux, La Motte",Bus,466,5813,Chevroux,559729.000000000000000,193135.000000000000000
524142,155496,8570076,"Clarmont, village",Bus,525,5629,Clarmont,524142.000000000000000,155496.000000000000000
506599,141860,8570010,"Coinsins, Mimorey",Bus,475,5710,Coinsins,506599.000000000000000,141860.000000000000000
582040,133667,8530039,Col-du-Pillon,Telepherique,1555,5411,Ormont-Dessus,582040.000000000000000,133667.000000000000000
582063,133631,8501793,"Col-du-Pillon, Glacier 3000",Bus,1543,5411,Ormont-Dessus,582063.000000000000000,133631.000000000000000
501779,136758,8595174,"Crassier, Ferme du Ch?teau",Bus,475,5714,Crassier,501779.000000000000000,136758.000000000000000
557820,143486,8593917,"Clarens, d?p?t VMCV",Bus,384,5886,Montreux,557820.000000000000000,143486.000000000000000
516070,146486,8570036,"Rolle, h?pital",Bus,393,5861,Rolle,516070.000000000000000,146486.000000000000000
555803,144499,8593969,"La Tour-de-Peilz, Sully",Bus,396,5889,La Tour-de-Peilz,555803.000000000000000,144499.000000000000000
553573,146150,8501076,Vevey CGN,Bateau,375,5890,Vevey,553573.000000000000000,146150.000000000000000
548003,177839,8570313,"D?moret, bas du village",Bus,712,5912,D?moret,548003.000000000000000,177839.000000000000000
534095,155420,8588841,"Crissier, scierie",Bus,470,5583,Crissier,534095.000000000000000,155420.000000000000000
523385,164176,8570137,"Cuarnens, Le Pont",Bus,631,5479,Cuarnens,523385.000000000000000,164176.000000000000000
531144,153851,8595213,"Echandens, coll?ge",Bus,425,5633,Echandens,531144.000000000000000,153851.000000000000000
540882,151212,8593853,"Pully, Plateires",Bus,414,5590,Pully,540882.000000000000000,151212.000000000000000
520850,162425,8570110,"Villars-Bozon, village",Bus,662,5486,L'Isle,520850.000000000000000,162425.000000000000000
545684,166478,8570347,"Villars-Mendraz, crois?e",Bus,774,5804,Jorat-Menthue,545684.000000000000000,166478.000000000000000
530845,186663,8504271,"Ste-Croix, Cr?t-Junod",Bus,1173,5568,Sainte-Croix,530845.000000000000000,186663.000000000000000
548334,161034,8570425,"Carrouge VD, Croix d'Or",Bus,728,5782,Carrouge (VD),548334.000000000000000,161034.000000000000000
567740,132325,8595098,"Leysin, patinoire-camping",Bus,1245,5407,Leysin,567740.000000000000000,132325.000000000000000
552796,167911,8577649,"Chavannes-sur-Moudon, La Pu?az",Bus,727,5665,Chavannes-sur-Moudon,552796.000000000000000,167911.000000000000000
537976,152486,8501181,Lausanne-Flon,Metro_CheminFer,479,5586,Lausanne,537976.000000000000000,152486.000000000000000
547424,172484,8570353,"Thierrens, Prouty",Bus,769,5693,Montanaire,547424.000000000000000,172484.000000000000000
549710,157685,8570462,"Servion, Clos de l'Auberge",Bus,743,5799,Servion,549710.000000000000000,157685.000000000000000
551035,168571,8577653,"Moudon, Le Verger",Bus,512,5678,Moudon,551035.000000000000000,168571.000000000000000
508725,139150,8588680,"Prangins, La Bruy?re",Bus,415,5725,Prangins,508725.000000000000000,139150.000000000000000
561725,132843,8591834,"Versvey, Lac Verney Campings",Bus,381,5415,Yvorne,561725.000000000000000,132843.000000000000000
529987,186301,8504290,"Ste-Croix, Les Replans",Bus,1141,5568,Sainte-Croix,529987.000000000000000,186301.000000000000000
533065,153457,8588873,"Ecublens VD, Pontet",Bus,399,5635,Ecublens (VD),533065.000000000000000,153457.000000000000000
532466,153147,8591954,"Ecublens VD, Perrettes",Bus,420,5635,Ecublens (VD),532466.000000000000000,153147.000000000000000
553271,175546,8583752,"Forel-sur-Lucens, Le Cr?t",Bus,665,5672,Forel-sur-Lucens,553271.000000000000000,175546.000000000000000
537522,152762,8592096,"Lausanne, Pont Chauderon",Bus,493,5586,Lausanne,537522.000000000000000,152762.000000000000000
532358,152927,8591949,"Ecublens VD, En Enjalin",Bus,419,5635,Ecublens (VD),532358.000000000000000,152927.000000000000000
538097,153502,8592053,"Lausanne, Grande-Borde",Bus,570,5586,Lausanne,538097.000000000000000,153502.000000000000000
535992,152091,8592068,"Lausanne, Maladi?re",Bus,382,5586,Lausanne,535992.000000000000000,152091.000000000000000
537488,154184,8592088,"Lausanne, Parc V?lodrome",Bus,604,5586,Lausanne,537488.000000000000000,154184.000000000000000
540378,152910,8593834,"Lausanne, Haute-Vue",Bus,611,5586,Lausanne,540378.000000000000000,152910.000000000000000
537740,151281,8592061,"Lausanne, Jordils",Metro,394,5586,Lausanne,537740.000000000000000,151281.000000000000000
538477,151406,8592077,"Lausanne, Montchoisi",Bus,426,5586,Lausanne,538477.000000000000000,151406.000000000000000
539216,152303,8593841,"Lausanne, Secr?tan",Bus,549,5586,Lausanne,539216.000000000000000,152303.000000000000000
536612,153116,8592102,"Lausanne, Pr?laz",Bus,454,5586,Lausanne,536612.000000000000000,153116.000000000000000
538215,152325,8579254,"Lausanne, St-Fran?ois",Bus,495,5586,Lausanne,538215.000000000000000,152325.000000000000000
537726,153527,8592076,"Lausanne, Mont-Blanc",Bus,560,5586,Lausanne,537726.000000000000000,153527.000000000000000
542833,156009,8592073,"Lausanne, Molliettes",Bus,832,5586,Lausanne,542833.000000000000000,156009.000000000000000
542382,150570,8593858,"Lutry, Culturaz",Bus,390,5606,Lutry,542382.000000000000000,150570.000000000000000
533760,155204,8594269,"Crissier, Pr?-Fontaine",Bus,470,5583,Crissier,533760.000000000000000,155204.000000000000000
549289,155922,8591973,"Forel (Lavaux), Casard",Bus,758,5604,Forel (Lavaux),549289.000000000000000,155922.000000000000000
516782,148777,8501862,"Signal-de-Bougy, Parc Pr? Vert",Bus,698,5426,Bougy-Villars,516782.000000000000000,148777.000000000000000
525763,185698,8593783,"L'Auberson, ch. du Carre",Bus,1100,5568,Sainte-Croix,525763.000000000000000,185698.000000000000000
528462,186315,8579284,"Ste-Croix, place du Pont",Bus,1085,5568,Sainte-Croix,528462.000000000000000,186315.000000000000000
505112,139173,8570005,"Signy, centre commercial",Bus,478,5728,Signy-Avenex,505112.000000000000000,139173.000000000000000
538222,154770,8592055,"Lausanne, Grangette",Bus,616,5586,Lausanne,538222.000000000000000,154770.000000000000000
528912,152181,8592259,"Morges, Bief",Bus,374,5642,Morges,528912.000000000000000,152181.000000000000000
515239,168807,8579136,"Le Pont, ?glise",Bus,1020,5871,L'Abbaye,515239.000000000000000,168807.000000000000000
515062,145977,8582688,"Rolle, Quatre-Communes",Bus,397,5861,Rolle,515062.000000000000000,145977.000000000000000
519681,174470,8579090,"Vallorbe, Tr?sit",Bus,755,5764,Vallorbe,519681.000000000000000,174470.000000000000000
555584,144414,8593963,"La Tour-de-Peilz, La Becque",Bus,386,5889,La Tour-de-Peilz,555584.000000000000000,144414.000000000000000
554720,146043,8593997,"Vevey, Point du Jour",Bus,420,5890,Vevey,554720.000000000000000,146043.000000000000000
551919,177893,8577619,"Combremont-le-Petit, village",Bus,655,5831,Valbroye,551919.000000000000000,177893.000000000000000
554264,158452,8577679,"Oron-le-Ch?tel, La Chavanne",Bus,719,5805,Oron,554264.000000000000000,158452.000000000000000
546291,167534,8570349,"Sottens, Radio",Bus,774,5804,Jorat-Menthue,546291.000000000000000,167534.000000000000000
554271,145744,8594002,"Vevey, Ronjat",Bus,381,5890,Vevey,554271.000000000000000,145744.000000000000000
537089,152040,8592046,"Lausanne, Fontenay",Bus,423,5586,Lausanne,537089.000000000000000,152040.000000000000000
571008,191654,8504886,"Donatyre, village",Bus,505,5451,Avenches,571008.000000000000000,191654.000000000000000
532590,155348,8583745,"Bussigny VD, En Vuette",Bus,417,5624,Bussigny,532590.000000000000000,155348.000000000000000
528259,178151,8579102,Sergey,Bus,612,5762,Sergey,528259.000000000000000,178151.000000000000000
532354,155433,8583746,"Bussigny VD, Industrie",Bus,407,5624,Bussigny,532354.000000000000000,155433.000000000000000
545354,148834,8570559,"Cully, gare",Bus,391,5613,Bourg-en-Lavaux,545354.000000000000000,148834.000000000000000
538452,159076,8591940,"Cugy VD, Cavenette",Bus,693,5516,Cugy (VD),538452.000000000000000,159076.000000000000000
538137,181227,8570240,"Yverdon, rue de Montagny",Bus,434,5938,Yverdon-les-Bains,538137.000000000000000,181227.000000000000000
536176,154545,8592175,"Prilly, Chasseur",Bus,510,5589,Prilly,536176.000000000000000,154545.000000000000000
558800,144700,8579207,"Fontanivent, gare",Bus,556,5886,Montreux,558800.000000000000000,144700.000000000000000
554587,146268,8593984,"Vevey, Charmontey",Bus,427,5890,Vevey,554587.000000000000000,146268.000000000000000
556050,171345,8504694,"Lovatens, village",Bus,712,5674,Lovatens,556050.000000000000000,171345.000000000000000
560654,145522,8570575,"Villard-sur-Chamby, Saumont",Bus,978,5886,Montreux,560654.000000000000000,145522.000000000000000
507506,162337,8579146,"Le Sentier-Orient, gare",Bus,1024,5872,Le Chenit,507506.000000000000000,162337.000000000000000
540343,150847,8588439,"Pully, port",Bus,377,5590,Pully,540343.000000000000000,150847.000000000000000
510277,142224,8581940,"Gland, Sous-les-Vignes",Bus,418,5721,Gland,510277.000000000000000,142224.000000000000000
544350,188750,8507664,"Corcelles-pr?s-Concise,village",Bus,468,5555,Corcelles-pr?s-Concise,544350.000000000000000,188750.000000000000000
532620,153341,8591946,"Ecublens VD, Cocarde",Bus,415,5635,Ecublens (VD),532620.000000000000000,153341.000000000000000
561047,145595,8570574,"Villard-sur-Chamby, La Cranche",Bus,982,5886,Montreux,561047.000000000000000,145595.000000000000000
551490,173637,8570363,"Villars-le-Comte, Le Chalet",Bus,727,5690,Villars-le-Comte,551490.000000000000000,173637.000000000000000
506591,146206,8582136,"Bassins, gare",Bus,749,5702,Arzier-Le Muids,506591.000000000000000,146206.000000000000000
537380,184775,8507681,"Giez, place du Coll?ge",Bus,529,5559,Giez,537380.000000000000000,184775.000000000000000
548849,180132,8504988,"Ch?ne-P?quier, anc. poste",Bus,670,5908,Ch?ne-P?quier,548849.000000000000000,180132.000000000000000
524550,158450,8570104,"Cottens VD, Laiterie",Bus,582,5478,Cottens (VD),524550.000000000000000,158450.000000000000000
532091,166880,8518421,Ecl?pens sud,CheminFer,452,5482,Ecl?pens,532091.000000000000000,166880.000000000000000
567999,126634,8501557,"Hu?moz, poste",Bus,1010,5409,Ollon,567999.000000000000000,126634.000000000000000
507337,144609,8570015,"Begnins, La C?zille",Bus,559,5703,Bassins,507337.000000000000000,144609.000000000000000
568325,126268,8501558,"Hu?moz, Les Combes",Bus,855,5409,Ollon,568325.000000000000000,126268.000000000000000
531062,158813,8593781,"Vufflens-la-Ville, ?glise",Bus,561,5503,Vufflens-la-Ville,531062.000000000000000,158813.000000000000000
541900,156600,8587549,"Lausanne, La Vulliette",Bus,850,5586,Lausanne,541900.000000000000000,156600.000000000000000
506351,137721,8593901,"Nyon, Tattes d'Oie",Bus,421,5724,Nyon,506351.000000000000000,137721.000000000000000
538283,165706,8570238,"Echallens, gare",Bus,617,5518,Echallens,538283.000000000000000,165706.000000000000000
531576,154298,8592244,"Echandens, Chocolati?re",Bus,399,5633,Echandens,531576.000000000000000,154298.000000000000000
554109,173139,8591864,"Lucens, centre",Bus,500,5675,Lucens,554109.000000000000000,173139.000000000000000
535845,152949,8592184,"Prilly, Malley-Nord",Bus,426,5589,Prilly,535845.000000000000000,152949.000000000000000
536530,151767,8592121,"Lausanne, Th??tre de Vidy",Bus,381,5586,Lausanne,536530.000000000000000,151767.000000000000000
533084,154084,8591948,"Ecublens VD, Croset",Bus,404,5635,Ecublens (VD),533084.000000000000000,154084.000000000000000
537658,153021,8592120,"Lausanne, St-Roch",Bus,513,5586,Lausanne,537658.000000000000000,153021.000000000000000
508124,142528,8570011,"Coinsins, Les Vettanes",Bus,471,5710,Coinsins,508124.000000000000000,142528.000000000000000
563391,131436,8504660,Vers-Morey,Bus,518,5415,Yvorne,563391.000000000000000,131436.000000000000000
540449,181113,8570318,"Yverdon-les-Bains, HEIG-VD",Bus,444,5938,Yverdon-les-Bains,540449.000000000000000,181113.000000000000000
565125,197375,8570526,"Chabrey, village",Bus,500,5464,Vully-les-Lacs,565125.000000000000000,197375.000000000000000
552627,179149,8577620,"Combremont-le-Grand, ?glise",Bus,672,5831,Valbroye,552627.000000000000000,179149.000000000000000
559895,142521,8593933,"Montreux, Les Planches",Bus,435,5886,Montreux,559895.000000000000000,142521.000000000000000
550763,168088,8577652,"Moudon, Sorbier",Bus,530,5678,Moudon,550763.000000000000000,168088.000000000000000
538779,181358,8579294,"Yverdon-les-Bains, Bel-Air",Bus,434,5938,Yverdon-les-Bains,538779.000000000000000,181358.000000000000000
527762,152172,8592258,"Morges, Bellevue",Bus,402,5642,Morges,527762.000000000000000,152172.000000000000000
536617,154621,8592030,"Lausanne, D?sert",Bus,562,5586,Lausanne,536617.000000000000000,154621.000000000000000
535889,165298,8570183,"St-Barth?lemy, village",Bus,586,5535,Saint-Barth?lemy (VD),535889.000000000000000,165298.000000000000000
510325,152025,8570018,"St-George, C?te-Malherbe",Bus,892,5434,Saint-George,510325.000000000000000,152025.000000000000000
546169,170750,8570351,"St-Cierges, La Tondiaz",Bus,758,5693,Montanaire,546169.000000000000000,170750.000000000000000
548079,161110,8591932,"Carrouge VD, Ussi?res",Bus,716,5782,Carrouge (VD),548079.000000000000000,161110.000000000000000
536369,165213,8570182,"St-Barth?lemy, Champ Cadet",Bus,598,5535,Saint-Barth?lemy (VD),536369.000000000000000,165213.000000000000000
531876,167594,8501109,Ecl?pens Ciment (embr),CheminFer,451,5482,Ecl?pens,531876.000000000000000,167594.000000000000000
520689,165858,8570156,"La Coudre (L'Isle), village",Bus,836,5486,L'Isle,520689.000000000000000,165858.000000000000000
539184,179622,8595065,"Yverdon, avenue des Sciences",Bus,440,5938,Yverdon-les-Bains,539184.000000000000000,179622.000000000000000
530571,176782,8570246,"Orbe, Les Mosa?ques",Bus,485,5757,Orbe,530571.000000000000000,176782.000000000000000
519532,151409,8583710,"St-Livres, grande salle",Bus,603,5435,Saint-Livres,519532.000000000000000,151409.000000000000000
523219,147973,8589255,"St-Prex, ch. des Oiseaux",Bus,420,5646,Saint-Prex,523219.000000000000000,147973.000000000000000
535925,172900,8570198,"Corcelles-sur-Chav., village",Bus,558,5751,Corcelles-sur-Chavornay,535925.000000000000000,172900.000000000000000
531519,151671,8579231,"St-Sulpice VD, Venoge sud",Bus,397,5648,Saint-Sulpice (VD),531519.000000000000000,151671.000000000000000
515428,153923,8570120,"Bi?re, casernes",Bus,686,5425,Bi?re,515428.000000000000000,153923.000000000000000
537487,187421,8507679,"Fontaines-sur-Grandson,coll?ge",Bus,564,5557,Fontaines-sur-Grandson,537487.000000000000000,187421.000000000000000
549840,160084,8570423,"Ferlens VD, Champ des Oches",Bus,747,5789,Ferlens (VD),549840.000000000000000,160084.000000000000000
549767,159789,8570422,"Ferlens VD, Le Moulin",Bus,764,5789,Ferlens (VD),549767.000000000000000,159789.000000000000000
538267,189186,8507684,"Villars-Burquin, Grange-Meule",Bus,862,5571,T?venon,538267.000000000000000,189186.000000000000000
560796,138468,8595177,"Villeneuve VD, Pr? au Comte",Bus,374,5414,Villeneuve (VD),560796.000000000000000,138468.000000000000000
527828,165275,8595611,"Dizy, village",Bus,442,5481,Dizy,527828.000000000000000,165275.000000000000000
526489,166133,8595610,"Chevilly, Fontaines",Bus,577,5476,Chevilly,526489.000000000000000,166133.000000000000000
502233,136168,8588935,"Crassier, Levrioux",Bus,471,5714,Crassier,502233.000000000000000,136168.000000000000000
533385,155569,8593814,"Crissier, Gottrause",Bus,426,5583,Crissier,533385.000000000000000,155569.000000000000000
533922,156187,8588843,"Crissier, centre",Bus,467,5583,Crissier,533922.000000000000000,156187.000000000000000
522950,164300,8570138,"Cuarnens, Moulin-Dessus",Bus,640,5479,Cuarnens,522950.000000000000000,164300.000000000000000
554375,148024,8504728,"Jongny, Reposoir",Bus,643,5885,Jongny,554375.000000000000000,148024.000000000000000
543275,178491,8507670,"Cronay, village",Bus,606,5910,Cronay,543275.000000000000000,178491.000000000000000
560940,138301,8595187,"Villeneuve VD, Pr? du Bruit",Bus,374,5414,Villeneuve (VD),560940.000000000000000,138301.000000000000000
534135,156566,8593810,"Crissier, Casard Plan Soleil",Bus,495,5583,Crissier,534135.000000000000000,156566.000000000000000
554303,147391,8504959,"Corsier-sur-Vevey, Ch?tillon",Bus,549,5884,Corsier-sur-Vevey,554303.000000000000000,147391.000000000000000
528637,186024,8579282,"Ste-Croix, La Charmille",Bus,1081,5568,Sainte-Croix,528637.000000000000000,186024.000000000000000
524075,170450,8570151,"Juriens, Le Cosson",Bus,817,5754,Juriens,524075.000000000000000,170450.000000000000000
578207,133349,8579125,"Les Diablerets, gare",Bus,1155,5411,Ormont-Dessus,578207.000000000000000,133349.000000000000000
561654,129403,8581049,"Aigle, Service Auto",Bus,386,5401,Aigle,561654.000000000000000,129403.000000000000000
542486,153462,8593789,"Belmont-s.-L., Chaffiause",Bus,743,5581,Belmont-sur-Lausanne,542486.000000000000000,153462.000000000000000
542427,153066,8593794,"Belmont-s.-L., Signal Belmont",Bus,766,5581,Belmont-sur-Lausanne,542427.000000000000000,153066.000000000000000
569788,191968,8577825,"Avenches, Faubourg",Bus,459,5451,Avenches,569788.000000000000000,191968.000000000000000
536461,152063,8592044,"Lausanne, Figuiers",Bus,400,5586,Lausanne,536461.000000000000000,152063.000000000000000
570493,133756,8570632,"Les Planches (Aigle), gare",Bus,941,5410,Ormont-Dessous,570493.000000000000000,133756.000000000000000
521807,147210,8577592,"Buchillon, coll?ge",Bus,402,5623,Buchillon,521807.000000000000000,147210.000000000000000
556417,149356,8504962,"Monts-de-Corsier, Longpraz",Bus,757,5884,Corsier-sur-Vevey,556417.000000000000000,149356.000000000000000
512478,142778,8570061,"Dully, Sous-Dully",Bus,401,5855,Dully,512478.000000000000000,142778.000000000000000
525400,160575,8570107,"Grancy, coll?ge",Bus,581,5485,Grancy,525400.000000000000000,160575.000000000000000
506865,140957,8570009,"Duillier, crois?e de Tr?lex",Bus,454,5715,Duillier,506865.000000000000000,140957.000000000000000
537928,177428,8507653,"Belmont-sur-Yverdon, Battoir",Bus,535,5902,Belmont-sur-Yverdon,537928.000000000000000,177428.000000000000000
541606,152363,8595625,"Belmont-sur-Lausanne, P?quis",Bus,609,5581,Belmont-sur-Lausanne,541606.000000000000000,152363.000000000000000
537691,150807,8501075,Lausanne-Ouchy,Bateau,373,5586,Lausanne,537691.000000000000000,150807.000000000000000
532625,157638,8583748,"Villars-Ste-Croix, En Coulaye",Bus,505,5651,Villars-Sainte-Croix,532625.000000000000000,157638.000000000000000
541415,156470,8593824,"Epalinges, Praz-Buchilly",Bus,834,5584,Epalinges,541415.000000000000000,156470.000000000000000
541582,156073,8593828,"Epalinges, Vuilletaz",Bus,835,5584,Epalinges,541582.000000000000000,156073.000000000000000
546654,149234,8570560,"Epesses, Cr?t-Dessus",Bus,460,5613,Bourg-en-Lavaux,546654.000000000000000,149234.000000000000000
543728,164163,8570216,"Villars-Tiercelin, Fontaines",Bus,813,5804,Jorat-Menthue,543728.000000000000000,164163.000000000000000
573400,125700,8501708,"La Barboleuse, Chez Sylvie",Bus,1220,5405,Gryon,573400.000000000000000,125700.000000000000000
526032,185815,8579075,"L'Auberson, mus?e",Bus,1102,5568,Sainte-Croix,526032.000000000000000,185815.000000000000000
545731,166354,8583396,"Villars-Mendraz, Petite Route",Bus,774,5804,Jorat-Menthue,545731.000000000000000,166354.000000000000000
543824,164007,8570172,"Villars-Tiercelin, village",Bus,825,5804,Jorat-Menthue,543824.000000000000000,164007.000000000000000
559764,177617,8504754,"Villarzel, village",Bus,621,5830,Villarzel,559764.000000000000000,177617.000000000000000
560784,147089,8570571,"Villard-sur-Chamby, poste",Bus,995,5886,Montreux,560784.000000000000000,147089.000000000000000
532750,157775,8588847,"Villars-Ste-Croix, village",Bus,509,5651,Villars-Sainte-Croix,532750.000000000000000,157775.000000000000000
570125,132545,8570634,"La Forclaz VD, Les Granges",Bus,1086,5410,Ormont-Dessous,570125.000000000000000,132545.000000000000000
577500,144100,8501373,La Montagnette (La Braye),Telepherique,1630,5841,Ch?teau-d'Oex,577500.000000000000000,144100.000000000000000
556530,145562,8593957,"La Tour-de-Peilz, Crausaz",Bus,471,5889,La Tour-de-Peilz,556530.000000000000000,145562.000000000000000
556235,145725,8593977,"La Tour-de-Peilz,rte de Blonay",Bus,458,5889,La Tour-de-Peilz,556235.000000000000000,145725.000000000000000
556919,144035,8593964,"La Tour-de-Peilz, Maladaire",Bus,380,5889,La Tour-de-Peilz,556919.000000000000000,144035.000000000000000
556610,144648,8593961,"La Tour-de-Peilz, Gregnolet",Bus,406,5889,La Tour-de-Peilz,556610.000000000000000,144648.000000000000000
555409,145381,8593974,"La Tour-de-Peilz, Ile-Heureuse",Bus,389,5889,La Tour-de-Peilz,555409.000000000000000,145381.000000000000000
556427,172092,8504263,"Lovatens, Prassy",Bus,707,5674,Lovatens,556427.000000000000000,172092.000000000000000
505100,137369,8579309,"Eysins, centre",Bus,436,5716,Eysins,505100.000000000000000,137369.000000000000000
558280,143358,8579196,"Clarens, Gambetta",Bus,380,5886,Montreux,558280.000000000000000,143358.000000000000000
539323,165607,8570205,"Echallens, Les Trois-Sapins",Bus,636,5518,Echallens,539323.000000000000000,165607.000000000000000
535965,175176,8579733,"Suchy, Grande Salle",Bus,588,5929,Suchy,535965.000000000000000,175176.000000000000000
538908,159860,8591942,"Cugy VD, Epi d'Or",Bus,703,5516,Cugy (VD),538908.000000000000000,159860.000000000000000
543406,178783,8570309,"Cronay, ?glise",Bus,627,5910,Cronay,543406.000000000000000,178783.000000000000000
532119,184448,8507973,"Vuiteboeuf, coll?ge",Bus,590,5766,Vuiteboeuf,532119.000000000000000,184448.000000000000000
517250,167100,8580863,"Mollendruz, Fontaine froide",Bus,1165,5491,Mont-la-Ville,517250.000000000000000,167100.000000000000000
541634,154209,8579247,"Montblesson, Centenaire",Bus,737,5586,Lausanne,541634.000000000000000,154209.000000000000000
538817,167627,8570300,"Villars-le Terroir, place Eglise",Bus,647,5537,Villars-le-Terroir,538817.000000000000000,167627.000000000000000
570203,127726,8579126,"Villars-sur-Ollon, temple",Bus,1237,5409,Ollon,570203.000000000000000,127726.000000000000000
542704,152102,8579259,"Lutry, Landar",Bus,639,5606,Lutry,542704.000000000000000,152102.000000000000000
538954,184474,8570255,"Grandson, Le Revelin",Bus,475,5561,Grandson,538954.000000000000000,184474.000000000000000
524920,177002,8579099,"Lignerolle, ?glise",Bus,760,5755,Lignerolle,524920.000000000000000,177002.000000000000000
572770,129980,8530051,Chaux-Ronde,Telepherique,1978,5409,Ollon,572770.000000000000000,129980.000000000000000
541558,151825,8593805,"Belmont-sur-Lausanne, Rueyres",Bus,509,5581,Belmont-sur-Lausanne,541558.000000000000000,151825.000000000000000
533356,187771,8504273,"Bullet, bif. Les Cluds",Bus,1197,5552,Bullet,533356.000000000000000,187771.000000000000000
535137,179857,8570241,"Susc?vaz, Les Vignes",Bus,452,5930,Susc?vaz,535137.000000000000000,179857.000000000000000
551307,169085,8577655,"Moudon, coll?ge",Bus,519,5678,Moudon,551307.000000000000000,169085.000000000000000
540028,185228,8507957,"Grandson, Le Repuis",Bus,464,5561,Grandson,540028.000000000000000,185228.000000000000000
545464,151670,8582777,"Grandvaux, Le Tronchet",Bus,723,5613,Bourg-en-Lavaux,545464.000000000000000,151670.000000000000000
558266,144013,8579200,Tavel VD,Bus,424,5886,Montreux,558266.000000000000000,144013.000000000000000
513047,143933,8583459,"Bursinel, Ch?teau",Bus,428,5852,Bursinel,513047.000000000000000,143933.000000000000000
502683,129441,8588655,"Tannay, village",Bus,410,5729,Tannay,502683.000000000000000,129441.000000000000000
513236,146445,8570056,"Tartegnin, La Vissenche",Bus,502,5857,Gilly,513236.000000000000000,146445.000000000000000
560289,141965,8593946,"Territet, av. Riviera",Bus,391,5886,Montreux,560289.000000000000000,141965.000000000000000
547514,173136,8570317,"Thierrens, En Tombaz",Bus,747,5693,Montanaire,547514.000000000000000,173136.000000000000000
547171,172272,8570352,"Thierrens, La Rapaz",Bus,767,5693,Montanaire,547171.000000000000000,172272.000000000000000
548026,172467,8570355,"Thierrens, La Croix",Bus,806,5693,Montanaire,548026.000000000000000,172467.000000000000000
532141,156421,8581920,"Bussigny VD, ch. de la Sauge",Bus,467,5624,Bussigny,532141.000000000000000,156421.000000000000000
532192,155291,8595214,"Bussigny VD, Bosquet",Bus,412,5624,Bussigny,532192.000000000000000,155291.000000000000000
532570,156183,8581922,"Bussigny VD, ch. de Riettaz",Bus,462,5624,Bussigny,532570.000000000000000,156183.000000000000000
551716,170506,8570357,"Bussy-sur-Moudon,Foulaz-Verney",Bus,628,5663,Bussy-sur-Moudon,551716.000000000000000,170506.000000000000000
525688,150610,8592280,"Tolochenaz, La Grillette",Bus,413,5649,Tolochenaz,525688.000000000000000,150610.000000000000000
526242,150218,8592282,"Tolochenaz, Les Noyers",Bus,390,5649,Tolochenaz,526242.000000000000000,150218.000000000000000
563515,129751,8593763,"Aigle, av. Margencel",Bus,406,5401,Aigle,563515.000000000000000,129751.000000000000000
526507,150479,8592284,"Tolochenaz, Molliau",Bus,390,5649,Tolochenaz,526507.000000000000000,150479.000000000000000
538283,158564,8592139,"Le Mont-sur-Lausanne, Budron",Bus,699,5587,Le Mont-sur-Lausanne,538283.000000000000000,158564.000000000000000
509823,141285,8519355,Gland Ouest,CheminFer,416,5721,Gland,509823.000000000000000,141285.000000000000000
561231,138247,8595179,"Villeneuve VD, Carroz-Devant",Bus,376,5414,Villeneuve (VD),561231.000000000000000,138247.000000000000000
561097,137904,8595180,"Villeneuve VD, rte du Grammont",Bus,376,5414,Villeneuve (VD),561097.000000000000000,137904.000000000000000
544041,163674,8583395,"Villars-Tiercelin, La Sapelle",Bus,862,5804,Jorat-Menthue,544041.000000000000000,163674.000000000000000
538605,177797,8507685,"Gressy, place du village",Bus,509,5938,Yverdon-les-Bains,538605.000000000000000,177797.000000000000000
560638,139075,8593778,"Villeneuve VD, La Plage",Bus,383,5414,Villeneuve (VD),560638.000000000000000,139075.000000000000000
560162,137316,8570582,"Villeneuve VD,Pr? des Fourches",Bus,375,5408,Noville,560162.000000000000000,137316.000000000000000
538906,178377,8507652,"Gressy, Le Bas-des-Monts",Bus,448,5938,Yverdon-les-Bains,538906.000000000000000,178377.000000000000000
534331,154098,8501140,Renens VD CT,CheminFer,418,5591,Renens (VD),534331.000000000000000,154098.000000000000000
538126,183323,8507965,"Tuileries-de-Grandson, Kiosque",Bus,434,5561,Grandson,538126.000000000000000,183323.000000000000000
534336,154085,8501119,Renens VD Entrep?ts,CheminFer,411,5591,Renens (VD),534336.000000000000000,154085.000000000000000
551860,170600,8570358,"Bussy-sur-Moudon, village",Bus,631,5663,Bussy-sur-Moudon,551860.000000000000000,170600.000000000000000
